Arquivo de Áudio,Transcrição
audio_7545.wav,Acho que menos de
audio_7546.wav,condições
audio_7547.wav,o que
audio_7548.wav,e engrandecer você tá querendo fazer
audio_7549.wav,passa o segundo grau pressupõe o nível médio de escolaridade
audio_755.wav,para que o seu guarda
audio_7550.wav,exemplo que o senhor pretende dobrar o número de ministros
audio_7552.wav,novidade eu vim pelos jornais
audio_7553.wav,eu fiz uma nova comunicada eles pediram para quem encerrasse porque o Brasil ia
audio_7554.wav,aprovar a reforma da Previdência
audio_7555.wav,já eram 5:15 falei minha gente precisa ir embora
audio_7556.wav,junto com seu pessoal como é que vai ser o Lula Deputado e o
audio_7557.wav,[Erro] Não foi possível transcrever o áudio
audio_7558.wav,champanhe para o alto chegamos
audio_7559.wav,E aí e nisso
audio_756.wav,é um conjunto o senhor sabe harmônico
audio_7560.wav,lendo o Novo Testamento orando
audio_7561.wav,mas meu pai era
audio_7562.wav,mais um intervalo volta já já com Roda Viva com
audio_7563.wav,eu quero matar
audio_7564.wav,não é eu contar essa história o mais importante é vencer
audio_7566.wav,agenda postava no sucesso de programa de televisão e outra vez a
audio_7567.wav,o que você tá falando diante desse mapa do
audio_7568.wav,Kátia corrupção que é um
audio_7569.wav,no Brasil é uma estrutura hoje ex
audio_757.wav,como se eu disse
audio_7570.wav,livros que levam uma pessoa ao
audio_7571.wav,o que tá acontecendo Não podemos continuar nessa
audio_7572.wav,também voltou a subir
audio_7573.wav,impossível e você
audio_7574.wav,foto mas acho que esse é um dos fatores
audio_7575.wav,você tá bem vamos embora já a noite já foi já nisso
audio_7576.wav,semelhante recentemente
audio_7577.wav,[Erro] Não foi possível transcrever o áudio
audio_7578.wav,nós
audio_7579.wav,não foi meu amigo quatro parlamentar que era o líder
audio_758.wav,e por parte da classe Empresarial empresarial
audio_7580.wav,esteja mergulhada nesse processo há muito tempo
audio_7581.wav,civilizada do que com uma direita
audio_7582.wav,se os caciques partidários já tem poder com lista aberta
audio_7583.wav,diariamente como Ministro não acho que a bagagem dele ele os a
audio_7584.wav,Não foi eu não sou estuprador E se fosse eu estuprar você
audio_7585.wav,teses de um candidato
audio_7586.wav,é que tá devendo se é um estado se é a empresa particular
audio_7587.wav,pouquíssimos acabaram
audio_7588.wav,volta toda e aí passamos no hotel para pegar as coisas
audio_7589.wav,ia era preciso que o governo evitasse a manipulação feita pela classe produtora
audio_759.wav,abrange né o nosso vocabulário é muito
audio_7590.wav,[Erro] Não foi possível transcrever o áudio
audio_7591.wav,e não foi aí que o bolsonaro estou
audio_7592.wav,para uma indústria
audio_7593.wav,Célia que aconteceu nesse
audio_7594.wav,uma marca do Senhor por que que o senhor Então tá se dispondo a participar
audio_7595.wav,mão do cargo Definitivamente não
audio_7596.wav,Você às vezes
audio_7597.wav,fala que eu atrasei compra de vacina nenhum país do mundo
audio_7598.wav,presídio
audio_7599.wav,lurex quando ela tinha 4 ou 5 anos no Paraná
audio_76.wav,bolsonarista cri
audio_760.wav,é preciso que haja Crédito Rural
audio_7600.wav,amanhã é um público que vai
audio_7601.wav,para derrotar o Maluf o Antônio Emílio de Moraes um programa ao vivo
audio_7602.wav,Jesus
audio_7603.wav,gostaria de saber como o senhor pretende
audio_7604.wav,o seu governo através de Carlos gabas console no
audio_7605.wav,o Tatá
audio_7606.wav,balde segurava na cordinha vinha no alto mar e
audio_7608.wav,paraguaio e antes esses dois brasileiros eu tenho
audio_7609.wav,aquele ser humano que
audio_761.wav,do sindicatos e o estado né
audio_7610.wav,teve essa cena como se tivesse fechado uma situação tipo assim puta
audio_7611.wav,se
audio_7612.wav,[Erro] Não foi possível transcrever o áudio
audio_7613.wav,[Erro] Não foi possível transcrever o áudio
audio_7614.wav,pequenas todas
audio_7615.wav,com a família toda
audio_7616.wav,ele era o absolutista e não foi eleito pelo povo
audio_7617.wav,porque o que define o voto parlamentar é
audio_7618.wav,Campo democrático
audio_7619.wav,da esquerda de de AD
audio_762.wav,é fundamental que seja feita uma reordenação do processo agríc
audio_7620.wav,[Erro] Não foi possível transcrever o áudio
audio_7621.wav,[Erro] Não foi possível transcrever o áudio
audio_7622.wav,a televisão e o rádio vai utilizar outra vez
audio_7623.wav,trazer para o século
audio_7625.wav,aplica que o senhor mandou pelo Whatsapp
audio_7626.wav,né então todo mundo sabe né apesar
audio_7627.wav,E aí acabou a escolinha em seis morreram porque daí você perde
audio_7628.wav,lab lab lab com você
audio_7629.wav,tempo
audio_763.wav,conviver com alguém com a cara de pau
audio_7630.wav,programa com qual nós chegamos até aqui em torno do qual se desenvolveu
audio_7631.wav,trabalhar palavras dela você se intitula
audio_7632.wav,Vai tomar no teu cu William Catita teu
audio_7633.wav,Olá
audio_7634.wav,de teta foi assim que conquistei minha
audio_7635.wav,um garoto numa rural de São Paulo
audio_7636.wav,pelo menos alguma coisa um rolinho de calcinha pode
audio_7637.wav,Negou um habe
audio_7638.wav,primeiro eu não acredito
audio_7639.wav,prejudica a
audio_764.wav,fazendo comida tendo acesso à saúde
audio_7640.wav,ele é um cara assim que ele pesava 8 arroba falei isso pode ser minha equipe pô Exa
audio_7641.wav,começa a passada de mal dele
audio_7642.wav,Presidente Sarney para fiscalizar boi
audio_7643.wav,cura que emociona
audio_7644.wav,pesquisa de inovação e para trazer
audio_7645.wav,cultura que emociona
audio_7646.wav,[Erro] Não foi possível transcrever o áudio
audio_7647.wav,[Erro] Não foi possível transcrever o áudio
audio_7648.wav,Eduardo bolsonaro foi
audio_7649.wav,eu trouxe mandou a foto nego
audio_765.wav,as projeções das pesquisas Mas sabe
audio_7650.wav,passos de unidade no campo da esquerda
audio_7651.wav,[Erro] Não foi possível transcrever o áudio
audio_7652.wav,esse cocô aí não deu próximo
audio_7653.wav,são o congresso Essa foi a primeira eleição na qual vigorou a eleição nacional
audio_7654.wav,toy toy
audio_7656.wav,lúcido que gosta disso essas pedras são Claras eu tô repetindo Como sempre fiz
audio_7657.wav,caralho de novo o treino de São Paulo pulo
audio_7658.wav,[Erro] Não foi possível transcrever o áudio
audio_7659.wav,ver que o comunismo para o Brasil especificamente
audio_7661.wav,Guilherme nessa negociação com PSDB que
audio_7662.wav,Amaralina do Apoena e do Tainá
audio_7663.wav,existe um modo de comportamento que se tornou
audio_7664.wav,Ampla é um governo mais de centro entende Você já pensou nisso como é que tá seu espírito nesse sentido
audio_7665.wav,PC do B pensa em utilizar as experiências desses regimes
audio_7666.wav,orçamento Secreto o orçamento secreto é
audio_7667.wav,[Erro] Não foi possível transcrever o áudio
audio_7668.wav,Bela
audio_7669.wav,a reeleição Então eu queria te perguntar a tua expectativa
audio_767.wav,[Erro] Não foi possível transcrever o áudio
audio_7670.wav,de maneira que a tendência desse
audio_7671.wav,principalmente do candidato a Governador
audio_7672.wav,[Erro] Não foi possível transcrever o áudio
audio_7673.wav,964
audio_7674.wav,fazer aqui mas
audio_7675.wav,[Erro] Não foi possível transcrever o áudio
audio_7676.wav,eu fiz uma brincadeira
audio_7677.wav,celular no quartinho na dependência que tinha da casa da mãe aí eu tocando
audio_7678.wav,2017 Ronaldinho Gaúcho 2017
audio_7679.wav,seria o contexto
audio_768.wav,[Erro] Não foi possível transcrever o áudio
audio_7680.wav,e eu não acho
audio_7681.wav,acho que principalmente o processo
audio_7682.wav,como que se
audio_7683.wav,uma parte dessa turma não queria estar com bolsonaro
audio_7684.wav,[Erro] Não foi possível transcrever o áudio
audio_7685.wav,beijo então perdeu que já me deu
audio_7686.wav,acho que a diversidade é
audio_7687.wav,é como a gente gosta muito da Rapaziada e vai deixar um card aqui para
audio_7688.wav,ganhar tanto por mês sobre aquilo vai incidir imposto de
audio_7689.wav,falar não na dama pancada que não é quebramos de porrada ele e para o senhor acha que
audio_769.wav,me corrija o senhor disse que não se sentiu em condições
audio_7690.wav,[Erro] Não foi possível transcrever o áudio
audio_7692.wav,isso vai matando as pessoas por dentro mas aí não tem solução você se
audio_7693.wav,o pessoal rede se formou por identidade
audio_7694.wav,Então pense a impressão que a Previdência
audio_7695.wav,do
audio_7696.wav,[Erro] Não foi possível transcrever o áudio
audio_7697.wav,você chega sabendo
audio_7699.wav,como um padeiro termina o namoro
audio_77.wav,cotidianas no país uma parte
audio_770.wav,do supremo e outras instituições
audio_7701.wav,agora
audio_7702.wav,[Erro] Não foi possível transcrever o áudio
audio_7703.wav,para integrar essa base quando vier medida
audio_7704.wav,questionário um
audio_7705.wav,Sabe aquela loucura da nossa Ju
audio_7706.wav,seja
audio_7707.wav,o senhor participou quer dizer
audio_7708.wav,e os resultados estão em promoção
audio_7709.wav,questão da Tortura porque só se lembra de um lado
audio_771.wav,quiser ficar garantido que nenhum
audio_7711.wav,eles não não nascem Genius são criados
audio_7712.wav,recente que foi a formação das federações houve a
audio_7713.wav,permitir que o Asus existisse era preciso que
audio_7714.wav,nosso forte produtor de máquinas
audio_7715.wav,tínhamos agido
audio_7716.wav,Será que tem gente do Globo aqui olha só
audio_7718.wav,começa a infernizar
audio_7719.wav,[Erro] Não foi possível transcrever o áudio
audio_772.wav,criação do nosso povo e ele é possuído
audio_7720.wav,porque a nossa nação pode ser emergir
audio_7721.wav,debate Ah mas eu fui eleito eu tenho procuração
audio_7722.wav,O Brasil precisa garantir a paz da nossa
audio_7723.wav,[Erro] Não foi possível transcrever o áudio
audio_7724.wav,terceiro bloco
audio_7725.wav,o importante é o cabo eleitoral
audio_7726.wav,Se eu visse eu não teria candidato Perceba o senhor uma coisa
audio_7727.wav,cada dia
audio_7728.wav,e tudo aquilo que nós
audio_7729.wav,não é não
audio_773.wav,daqui mais de uma vez
audio_7730.wav,tem que ser preso mesmo sendo um deputado federal você
audio_7731.wav,atual de nível internacional
audio_7732.wav,então
audio_7733.wav,toque no assunto é um Jornalista exatamente iguais og
audio_7734.wav,doce volta contra o sindicato como deveria se voltar
audio_7735.wav,entendeu E às vezes eram método dele e eu lembro que uma vez que
audio_7736.wav,tomei a terra
audio_7737.wav,para vencer
audio_7738.wav,sua naufragar olha
audio_7739.wav,primeira data presidente do Brasil
audio_774.wav,a estrutura de campanha se desmonta o mesmo vale as cam
audio_7740.wav,Neide foi
audio_7741.wav,25 anos de aposentado metade daquilo que ganhava na empresa se não bastasse isso
audio_7742.wav,o que vier acima disso é o partido dos trabalhadores
audio_7743.wav,que nós temos que garantir a outra questão
audio_7744.wav,eu tenho que lidar com o meu amor
audio_7745.wav,boa tradição
audio_7746.wav,Deputado o Brasil tem uma carga tributária de 33% do
audio_7747.wav,respeito a sua pergunta e a tudo que ela possa traduzir é de modo explícito
audio_7748.wav,Cuidado com os debates diários que vai acontecer no congresso
audio_7749.wav,[Erro] Não foi possível transcrever o áudio
audio_775.wav,Central descendo do meu lado de me levantar embora
audio_7750.wav,[Erro] Não foi possível transcrever o áudio
audio_7751.wav,ela tem aliás um salto de um Bil
audio_7752.wav,Vamos se casar quando perto ainda é queria que fosse logo
audio_7753.wav,digo assim esse cara bonitão esse cara feião
audio_7754.wav,Campo até a CL
audio_7755.wav,com o canal para fazer nenhum Náufrago que o
audio_7756.wav,porque acha que dá para inco
audio_7757.wav,[Erro] Não foi possível transcrever o áudio
audio_7758.wav,20 cheguei em 2001 estamos em 2021 e eu sou brasileira já saiu ontem
audio_7759.wav,se formaram comigo
audio_776.wav,Bretas e embaixo umas mulheres oferecendo
audio_7762.wav,resultado ex-deputado agora preso Eduardo Cunha
audio_7763.wav,houve sim sabe a não publicação das
audio_7765.wav,mínimo de possibilidade de controlar as empresas para que novela
audio_7766.wav,tema de saúde pública e que debatemos com a
audio_7767.wav,único Pelo menos eu mais conhecido metalúrgicos de Osasco
audio_7768.wav,vivo aqui
audio_7769.wav,o petrolão não existiu Antonio
audio_777.wav,para fazer justiça Lauro Jardim Deputado o senhor diz o seguinte que o senhor tinha
audio_7770.wav,sabe que não
audio_7771.wav,[Erro] Não foi possível transcrever o áudio
audio_7772.wav,fazer pergunta a seguinte no mundo inteiro a esquerda
audio_7773.wav,[Erro] Não foi possível transcrever o áudio
audio_7774.wav,eu vomitava I'm
audio_7775.wav,[Erro] Não foi possível transcrever o áudio
audio_7776.wav,cancelou o salário na média a classe trabalhadora
audio_7777.wav,[Erro] Não foi possível transcrever o áudio
audio_7778.wav,jamais já declarei por escrito
audio_7779.wav,[Erro] Não foi possível transcrever o áudio
audio_778.wav,O Brasil precisa fazer
audio_7781.wav,revisão constitucional Ah não não
audio_7782.wav,o MDB com esses
audio_7783.wav,esses atos sobretudo em grandes obras Gerais isso aqui
audio_7784.wav,[Erro] Não foi possível transcrever o áudio
audio_7785.wav,Por que não cantar
audio_7786.wav,mal UTI
audio_7787.wav,mas que é extremamente importante e Sério que é o seguinte 80
audio_7788.wav,Esquece aquilo tá bom não tá
audio_7789.wav,eu acho que foi uma frase feliz mas acho que o conjunto
audio_779.wav,Amilton sem tirar o efeito do aumento para comprar um carro
audio_7790.wav,esclarecimento da sua
audio_7791.wav,mas é
audio_7792.wav,novo projeto de desenvolvimento
audio_7793.wav,[Erro] Não foi possível transcrever o áudio
audio_7794.wav,do PMDB
audio_7795.wav,hipocr
audio_7796.wav,superior não tem não sei não sei lhe responder
audio_7797.wav,[Erro] Não foi possível transcrever o áudio
audio_7798.wav,[Erro] Não foi possível transcrever o áudio
audio_7799.wav,sai dói para caramba Você faz gente puxa um pelo seu
audio_78.wav,belos mais
audio_780.wav,que eu vou ganhar depois de Deputado por uma razão muito simples
audio_7800.wav,o dinheiro do fundo partidário
audio_7801.wav,forte não tem um show quando eu fui porque é isso é uma atmosfera de amor muito
audio_7802.wav,queremos registrar o fato de que a pré-candidato
audio_7803.wav,Ah não não
audio_7804.wav,ele chamou o primeiro foi eu Murilo Couto você
audio_7805.wav,juiz quando quer fazer a política tem que tirar toga que nem o Flávio Dino tirou Ju
audio_7806.wav,aí eu falei
audio_7807.wav,eu convidando gente consegui um barco
audio_7808.wav,preciso se eles não são bons o que que acontece é o seguinte
audio_7809.wav,Lula do que apoiando bolsonaro
audio_781.wav,de nada qual é a propo
audio_7810.wav,de esquerda e não a
audio_7811.wav,você tem que se manter
audio_7812.wav,a polícia vinha arriado o pau e os trabalhadores voltaram a trabalhar
audio_7813.wav,mundo dos nativistas tá sabendo que a empresa tá mandando embora todos os trabalhadores
audio_7814.wav,empréstimo
audio_7815.wav,ela se constrói também com mobilização
audio_7816.wav,processo que o senhor considera uma farsa
audio_7817.wav,Letícia
audio_7818.wav,cali de greve foi tão acionada quanto no ano de 1986
audio_7819.wav,pode ser exagerado mas
audio_782.wav,redemocratização eu queria saber como você
audio_7820.wav,Cadê o bolsonaro no primeiro
audio_7821.wav,nós cansamos da esquerda queremos
audio_7822.wav,que não tem como saber às vezes eu vou
audio_7823.wav,de trabalho
audio_7824.wav,[Erro] Não foi possível transcrever o áudio
audio_7825.wav,um Brasil em que as pessoas as mulheres sejam inferiores aos homens
audio_7826.wav,o Brasil não vive regime de urgência
audio_7827.wav,fortemente armados o que Qual a missão que eu pagaria para
audio_7828.wav,[Erro] Não foi possível transcrever o áudio
audio_7829.wav,punha correto eles são os que conseguem impedir que a corrupção
audio_783.wav,pegar de frente a questão
audio_7831.wav,é preciso tomar muito cuidado com o discurso da Democracia formal e foi
audio_7832.wav,planos aguenta mais 28 dias
audio_7833.wav,67 milhões
audio_7834.wav,Um Jornalista recebeu um salário
audio_7835.wav,soube de nenhuma autocrítica do PCdoB a respeito
audio_7836.wav,é algo sabe que vai resolver
audio_7837.wav,mas o próprio cenário do segundo turno mostrava
audio_7838.wav,[Erro] Não foi possível transcrever o áudio
audio_7839.wav,estratégia de até 50%
audio_784.wav,[Erro] Não foi possível transcrever o áudio
audio_7840.wav,você precisa servir com a forma porque
audio_7841.wav,falou muito disso depois falou em nível Nacional você acredita
audio_7842.wav,do PSDB
audio_7843.wav,Midori 4 repórter falava mas só que é todos magros
audio_7844.wav,temos interesse em discutir com o PDT para ver uma aliança tática para
audio_7845.wav,candidato à presidência de ser uma mulher de esquerda feminista é que nós não vamos deixar
audio_7846.wav,do desemprego no setor Rural só em maio agora segundo o IBGE
audio_7847.wav,que seja mas assim o o o o o o o você tinha
audio_7848.wav,moça no Anhembi fizeram bater
audio_7849.wav,que houve problemas políticos durante a campanha houve problemas
audio_785.wav,[Erro] Não foi possível transcrever o áudio
audio_7850.wav,Luiz 14 a história do Japão
audio_7851.wav,[Erro] Não foi possível transcrever o áudio
audio_7852.wav,disciplina mas não era muito adaptada a disciplina é até
audio_7853.wav,para mim que eu não queria
audio_7854.wav,necessitou todos eles se eu chegar perto do Ricardo Salles vai que ele acha que
audio_7856.wav,pesquisar no instrumento de trabalho
audio_7857.wav,você também para o circo Realengo eu morro de medo
audio_7858.wav,mas fez uma objeção ele
audio_7859.wav,olha ele foi na direção da Globo e falou
audio_786.wav,onde começou
audio_7860.wav,bota reforma trabalhista que vai gerar 4 milhões de empregos porque
audio_7861.wav,do Fernando Haddad
audio_7862.wav,rápido intervalo e
audio_7863.wav,passar um negócio na bunda para constipação estou passando um negócio
audio_7864.wav,mas nas pesquisas do pneu Lula
audio_7866.wav,tattoo PSDB fez oposição ao PSDB
audio_7868.wav,Deputados
audio_7869.wav,foi arrebatado ao paraíso e ouviu
audio_787.wav,vídeos de greve ninguém jamais imaginava
audio_7870.wav,Você bebe todo dia eu bebo todo dia
audio_7871.wav,chama de eu tenho dificuldade com essa palavra
audio_7872.wav,18 não tinha o governo dele
audio_7873.wav,especificamente
audio_7874.wav,música eu te digo que é uma música enquanto
audio_7876.wav,é casado
audio_7877.wav,Você acredita na comissão nacional
audio_7878.wav,no Twitter por causa desses motivos agora teve greve de
audio_7879.wav,tem de Pior que é
audio_788.wav,era ser televisionado vai ser fã
audio_7880.wav,Eu lembro que eu lembro até hoje da cena assim é muito louco isso cara
audio_7881.wav,especificamente do do mundo sertanejo que
audio_7882.wav,durante esse tempo todo desempenhou suas
audio_7883.wav,ela já estragou mais vida de trabalhador do que carro estragado lá dentro mas diz
audio_7884.wav,eu estou aqui de
audio_7885.wav,eu conheço
audio_7886.wav,migrar essa base
audio_7887.wav,claríssimo
audio_7888.wav,eu a minha história é a seguinte
audio_7889.wav,o cidadão a cidadão B é por favor o que é pré-pago
audio_789.wav,devolva aqui a sua o seu questionamento né
audio_7890.wav,campanha de Deputados o processo eleitoral será assim é o que
audio_7891.wav,dizer que foi pego de calças curtas não
audio_7892.wav,momento que está registrado em Brasília
audio_7893.wav,eu ia
audio_7894.wav,[Erro] Não foi possível transcrever o áudio
audio_7895.wav,assessora grandes multinacionais
audio_7896.wav,[Erro] Não foi possível transcrever o áudio
audio_7897.wav,que se vão te fazer como no passado
audio_7898.wav,Eu acho que cabe Claro tanto o PSB
audio_7899.wav,falou o bolos eu não precisava
audio_79.wav,[Erro] Não foi possível transcrever o áudio
audio_790.wav,se alguém souber
audio_7900.wav,aqueles que defendem as futuras praticadas por ustra aqui no Brasil há pouco tempo
audio_7901.wav,CEB é muito
audio_7902.wav,acho que é louvável que o mundo busque sair das pacíficas mas
audio_7903.wav,matéria
audio_7904.wav,[Erro] Não foi possível transcrever o áudio
audio_7905.wav,perdão só
audio_7906.wav,resultado da federal em São Paulo
audio_7907.wav,Eliseu já mas a bolsa subiu porque o bolsonaro
audio_7908.wav,[Erro] Não foi possível transcrever o áudio
audio_7909.wav,se realmente no Brasil a democracia funciona considerando
audio_791.wav,vamos ver
audio_7910.wav,ali em cima da cama sabe eu pegava a toalha e faz assim ó
audio_7912.wav,bomba de engajamento Por que que não deu certo
audio_7913.wav,2:30 até o porto
audio_7914.wav,sugestões de empresas que
audio_7915.wav,Qual é o segredo ele responde uma coisa muito simples
audio_7916.wav,aí daqui a pouco ele vai perder a eleição
audio_7918.wav,o papel dele parece de cigarro
audio_7919.wav,porque eu vou ter como pagar esse processo você visualizar você você se liga
audio_792.wav,[Erro] Não foi possível transcrever o áudio
audio_7920.wav,conta do presidente da Fiesp Mário amata pergunta Ainda por ali você responde em seguida
audio_7921.wav,minha irmã feminista
audio_7922.wav,Túlio autoritário
audio_7923.wav,ela fez essa pergunta
audio_7925.wav,falando que diz que é democrático
audio_7926.wav,útil
audio_7927.wav,um helicóptero para
audio_7928.wav,Você vai votar com o governo ou contra em
audio_7929.wav,Olga Benário que você escreveu
audio_793.wav,digo a vocês francamente porque tava em campanha também para deputa
audio_7931.wav,praia na vida
audio_7932.wav,agora fiquei sabendo que ele vinha
audio_7934.wav,lamentavelmente ele não voltaram de Marinho PTB
audio_7935.wav,acredito que o combate à corrupção passa decisivamente
audio_7936.wav,[Erro] Não foi possível transcrever o áudio
audio_7937.wav,liderança política mas
audio_7938.wav,eu pensei e achou o quê com
audio_794.wav,sobre uma novela que ninguém tá
audio_7940.wav,vida não apenas pelo PT por quase todos os movimentos
audio_7941.wav,ofereceram para outros historicamente
audio_7942.wav,são romântica você fala
audio_7944.wav,Era Uma Vez
audio_7945.wav,Lula e outras pessoas mais pessoas do
audio_7946.wav,seguinte Márcia eu sou o meu que o Major da Polícia Militar de Brasília
audio_7947.wav,quando nós precisamos garantir a cada trabalhador
audio_7948.wav,[Erro] Não foi possível transcrever o áudio
audio_7949.wav,que a classe trabalhadora puder em lugar ali
audio_795.wav,[Erro] Não foi possível transcrever o áudio
audio_7950.wav,eu quero crescer conversando com os diretores presidentes
audio_7951.wav,[Erro] Não foi possível transcrever o áudio
audio_7952.wav,Querem Acabar com a minha viagem
audio_7953.wav,depois disso aí
audio_7954.wav,chegar a quase
audio_7955.wav,sobretudo em educação infantil
audio_7956.wav,nós três conversa
audio_7957.wav,[Erro] Não foi possível transcrever o áudio
audio_7958.wav,partido de reedificação da ordem nacional e lançou-se candidato
audio_7959.wav,merecia ser fuzilado porque ele não tinha calibre para tanto
audio_796.wav,não pera aí eu preciso falar aqui eu tava morrendo
audio_7960.wav,para o senhor e para os
audio_7961.wav,como um exemplo dessa possibilidade
audio_7962.wav,nunca saiu de dentro do mundo dele mas sabia exatamente
audio_7963.wav,me parece bastante
audio_7964.wav,amanhã ocidental muro para Alemanha oriental da Alemanha ocidental
audio_7965.wav,eu acho que
audio_7966.wav,isso eu não tenho nada contra nenhum deles em particular
audio_7967.wav,ela tá bem Tancredo Neves assim como você não aceita
audio_7968.wav,Ernesto vez o outro quando tem motivo de PM sempre tá perto isso
audio_7969.wav,Bom dia paizinho sou eu seu filho
audio_797.wav,pesquisa aprender a sobrevivência em Poço sindical é preciso
audio_7970.wav,envolvida inteira que formou jovens
audio_7971.wav,vocês vão para opens
audio_7973.wav,vem chamar
audio_7974.wav,que mata milhares de jovens negros brasileiros todos os anos
audio_7975.wav,nós queremos uma saída conjunta para o nosso campo político
audio_7976.wav,apenas institucional ela
audio_7977.wav,a forma de ajustar a economia ajustada
audio_7978.wav,em nenhum momento eu vejo nenhuma razão para essa compa
audio_7979.wav,social que é o uso que potencializa aquilo que
audio_798.wav,desempregados em São Bernardo eu tenho muita gente
audio_7980.wav,os estudos dele estão sendo de base do programa do Ciro para
audio_7981.wav,pelo fascismo então eles são liberais que defendem exatamente o que eles
audio_7982.wav,se eu não consigo entender
audio_7983.wav,tem tanta gente cheia de
audio_7984.wav,[Erro] Não foi possível transcrever o áudio
audio_7985.wav,Aliás sempre exist
audio_7986.wav,permitir que a luta
audio_7987.wav,nada desprezível da população
audio_7988.wav,toda central de Outdoor deu entrevista para Folha de São Paulo se não
audio_7989.wav,favor da castração química do bolsonaro
audio_799.wav,coleção de inteligência Ora meu Deus do céu
audio_7991.wav,puxo
audio_7992.wav,completa vamos
audio_7993.wav,sequioso por fazer uma pergunta
audio_7994.wav,aí acabar com a mamata
audio_7995.wav,do Ciro e é um erro do PT insistindo
audio_7996.wav,aos 19 anos mu
audio_7997.wav,disse algo extraordinário ao meu respeito que eu sou alguém
audio_7998.wav,na sua festa de aniversário
audio_7999.wav,o pessoal me fez a mesma pergunta que você
audio_8.wav,conversar primeiro com o Marcos Falei pô na cama que
audio_80.wav,Então veja bem naquela posição Eu falei uma hora inteira
audio_800.wav,o vídeo ele pode parar na cadeia
audio_8001.wav,comunidade de base através desse debate para as igrejas quer dizer fazer com que
audio_8002.wav,se a dívida não era de interesse
audio_8003.wav,engraçadíssima a tua pergunta João porque
audio_8004.wav,dá meios para que o pesquisador possa exercer teu trabalho
audio_8005.wav,ó o que se quer é privatizar tudo para que grupos exclu
audio_8007.wav,[Erro] Não foi possível transcrever o áudio
audio_8008.wav,[Erro] Não foi possível transcrever o áudio
audio_8009.wav,não é assim é uma coisa tão fácil te levar
audio_801.wav,são aqueles por exemplo que acham
audio_8010.wav,e tentar levar elas a luta Vito
audio_8012.wav,as ações deles tem que ser simplificada como terrorismo
audio_8013.wav,não me mate
audio_8014.wav,[Erro] Não foi possível transcrever o áudio
audio_8015.wav,e numa intervenção
audio_8016.wav,ver esse tipo de iniciativa Você não acha que poderia mostrar aqui
audio_8017.wav,eu PCdoB inclusive
audio_8018.wav,tipo um episódio do Vai Que Cola
audio_8019.wav,tente ter demonstrado força o que pode levar a ideia de
audio_802.wav,sua estreia na política
audio_8020.wav,perguntaria se eu pudesse perguntar né para ele a minha filha
audio_8021.wav,aliás tem muita
audio_8022.wav,você me chamo
audio_8023.wav,o espaço do bolsonaro para vir com blábláblá golpista
audio_8024.wav,Deputado que acabou provocando uma
audio_8025.wav,tem produção tem emprego abrir
audio_8026.wav,ação das coisas discutidas no Congresso Nacional e
audio_8027.wav,Brizola segue sendo uma referência na luta por um Brasil desenvolvido com educação para todos
audio_8028.wav,a resposta sobre o tratamento a
audio_8029.wav,eles são legítimos
audio_803.wav,aproxima mais de um ideal que você espera de socialismo aqui no Brasil
audio_8030.wav,papel 65 logo de cara de idade
audio_8031.wav,não vou brigar não imagina quem Escute o show obrigado
audio_8032.wav,processos hoje Se eu sair saia por cima sou
audio_8033.wav,o governo Lula foi o chefe de uma grande quadrilha
audio_8034.wav,pode ter sido o contrário Pode ser que o Lula tenha feito todo um
audio_8035.wav,Cívico sobre as faixas do Imposto de Renda não sobre grande herança
audio_8036.wav,Leite faça e faça menos políticos
audio_8037.wav,Depois de ficar bestando é
audio_8038.wav,por mais que se cria em se
audio_8039.wav,várias vezes o companheiro Varela esteve junto
audio_804.wav,e a minha opinião se fosse militar naquela época era feita
audio_8042.wav,Então ela disse
audio_8043.wav,pessoas negras do que no pessoal embora certamente
audio_8044.wav,pensando em
audio_8045.wav,provisória permite ao presidente da república uma ação
audio_8046.wav,me parece que você acha que os liberais eles não tem nenhuma contribuição a dar o de
audio_8047.wav,eu gostei mas eu não sei identificar porque gostei daqui
audio_8048.wav,faço mestrado em políticas públicas sou mãe da Laura e madrasta do
audio_8049.wav,numa sociedade supostamente capitalista e os trabalhadores até agora
audio_805.wav,lindo congelamento é um problema concreto O governo precisa conter
audio_8050.wav,não acho que isso é uma barreira intransponível eu reitero
audio_8051.wav,entenda a galera falando eu
audio_8052.wav,de ver a nota que a sua Assessoria mandou para ele o senhor não ligava
audio_8053.wav,gente chega lá
audio_8054.wav,Olha nós não podemos
audio_8055.wav,se esse processo falante vai te chamar meu favor poxa
audio_8056.wav,havia executado Tenente Alberto Mendes Júnior
audio_8057.wav,[Erro] Não foi possível transcrever o áudio
audio_8058.wav,[Erro] Não foi possível transcrever o áudio
audio_8059.wav,moldes boa noite boa noite há quatro anos o deputado federal
audio_806.wav,era preciso o governo controlar o ágio
audio_8060.wav,não fazia o que fazia o tráfico eu falei deve fazer
audio_8061.wav,enunciado esta semana pelo governo
audio_8062.wav,[Erro] Não foi possível transcrever o áudio
audio_8063.wav,Universidade o ensino superior público
audio_8064.wav,propôs esse auxílio de r$ 600
audio_8065.wav,e ali sabe e es
audio_8066.wav,[Erro] Não foi possível transcrever o áudio
audio_8067.wav,membros do Poder Judiciário não pode existir no Brasil nenhuma pessoa
